Rk,Name,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,EFF,GmSc,last_year_salary,PID,Jersey
321,Naz Mitrou-Long,G,25,UTA,4,0,16,2,4,0.5,1,3,0.333,1,1,1,0.625,0,0,,0,0,0,1,0,0,3,3,5,-2.8,0.625,0.75,0,0,0,0,9,0,0,42.9,18.9,-0.1,0,-0.1,-0.15,-8.4,-5.1,-13.5,0,0.25,-0.5,0,1628513,30
322,Malik Monk,G,20,CHA,38,0,722,138,350,0.394,64,190,0.337,74,160,0.463,0.486,65,71,0.915,8,57,65,71,22,10,47,52,405,13.6,0.531,0.543,0.203,1.2,8.6,4.8,15,1.5,1.2,11,25.4,0.2,0.4,0.6,0.038,0.1,-3.1,-3,-0.2,8.5,246.4,3447480,1628370,1
323,Greg Monroe,C,28,TOR,27,2,304,56,122,0.459,0,4,0,56,118,0.475,0.459,25,39,0.641,46,71,117,11,9,6,20,39,137,15.5,0.492,0.033,0.32,16.7,24.6,20.7,5.2,1.4,1.6,12.6,22.6,0.1,0.5,0.6,0.091,-3.7,-1,-4.7,-0.2,6.62962963,107.2,2165481,202328,15
324,E'Twaun Moore,F,29,NOP,37,28,1111,198,407,0.486,54,127,0.425,144,280,0.514,0.553,34,46,0.739,29,60,89,80,29,7,42,92,484,11.9,0.566,0.312,0.113,2.9,5.6,4.3,9.9,1.2,0.5,9,17.4,1.2,0.3,1.5,0.063,0.5,-2.1,-1.6,0.1,11.21621622,322.9,8808685,202734,55
326,Jaylen Morris,G,23,MIL,4,0,29,4,10,0.4,1,3,0.333,3,7,0.429,0.45,1,2,0.5,0,5,5,4,2,0,1,1,10,12.4,0.46,0.3,0.2,0,16.9,8.9,18.2,3.2,0,8.4,17.3,0,0.1,0.1,0.085,-3.7,0.9,-2.8,0,3.75,9.1,0,1628537,30
327,Marcus Morris,F,29,BOS,37,20,1009,203,405,0.501,86,191,0.45,117,214,0.547,0.607,82,93,0.882,30,190,220,53,22,11,49,98,574,17.7,0.644,0.472,0.23,3.2,20.3,11.7,8,1.1,1,9.9,21.3,2.1,1.4,3.5,0.169,1.9,-0.7,1.1,0.8,14.75675676,423.9,5375000,202694,13
328,Markieff Morris,F,29,WAS,34,15,883,143,328,0.436,48,144,0.333,95,184,0.516,0.509,57,73,0.781,41,133,174,60,25,20,47,117,391,12.5,0.543,0.439,0.223,5,16.8,10.8,9.8,1.3,1.9,11.5,19.7,0.4,0.5,0.9,0.05,-1,-1,-2,0,12.44117647,268,8600000,202693,5
329,Monte Morris,G,23,DEN,40,1,972,160,346,0.462,47,107,0.439,113,239,0.473,0.53,33,41,0.805,18,86,104,159,39,2,28,50,400,15.9,0.549,0.309,0.118,2,9.6,5.8,23.3,2,0.2,7.1,17.2,2,0.9,2.9,0.145,1.3,-1.1,0.2,0.5,12.075,360.7,1349383,1628420,11
330,Johnathan Motley,F,23,LAC,4,0,11,4,8,0.5,0,2,0,4,6,0.667,0.5,4,5,0.8,3,1,4,0,0,0,1,1,12,33.9,0.588,0.25,0.625,30.2,9.3,19.3,0,0,0,8.9,43.2,0.1,0,0.1,0.226,3,-14.9,-11.9,0,1.75,8.6,0,1628405,15
331,Emmanuel Mudiay,G,22,NYK,35,28,932,191,428,0.446,38,119,0.319,153,309,0.495,0.491,82,111,0.739,21,82,103,142,29,13,68,63,502,15.8,0.526,0.278,0.259,2.3,9.6,5.8,25.2,1.5,1.2,12.5,24.6,0.6,0.2,0.8,0.044,0.6,-2.2,-1.6,0.1,12.8,350.8,4294480,1626144,1
332,Jamal Murray,G,21,DEN,40,39,1370,283,658,0.43,69,206,0.335,214,452,0.473,0.483,104,126,0.825,40,143,183,198,33,17,101,83,739,14.7,0.518,0.313,0.191,3.2,11.4,7.2,21.9,1.2,1.1,12.4,25.4,0.9,1.2,2.1,0.074,0.1,-1,-0.9,0.4,17.05,503,3499800,1627750,27
333,Dzanan Musa,G,19,BKN,7,0,26,6,14,0.429,0,6,0,6,8,0.75,0.429,0,2,0,1,2,3,1,2,0,3,1,12,5.6,0.403,0.429,0.143,4.1,8.4,6.2,6.6,3.8,0,16.8,29.5,-0.1,0,-0.1,-0.183,-7.9,-2.4,-10.4,-0.1,1.285714286,4.4,1632240,1629058,30
334,Mike Muscala,F,27,PHI,36,4,807,85,217,0.392,55,161,0.342,30,56,0.536,0.518,49,60,0.817,39,117,156,53,13,20,37,90,274,10.4,0.563,0.742,0.276,5.3,15.1,10.3,8.9,0.8,2,13.2,14.6,0.7,0.7,1.4,0.083,-0.3,-0.5,-0.7,0.3,9.583333333,205.2,5000000,203488,31
335,Sviatoslav Mykhailiuk,F,21,LAL,29,0,285,29,85,0.341,18,55,0.327,11,30,0.367,0.447,8,15,0.533,5,13,18,23,10,0,18,14,84,5.4,0.459,0.647,0.176,1.8,4.5,3.2,10.3,1.6,0,16.4,15.9,-0.4,0.2,-0.1,-0.02,-3.9,-1.9,-5.9,-0.3,2.75862069,43.2,1487694,1629004,10
336,Abdel Nader,F,25,OKC,23,1,178,31,62,0.5,9,22,0.409,22,40,0.55,0.573,4,4,1,4,28,32,4,5,1,9,21,75,10.9,0.588,0.355,0.065,2.3,16.5,9.3,3.2,1.3,0.5,12.4,16.6,0.1,0.3,0.4,0.096,-3.8,-1.5,-5.3,-0.1,3.173913043,46.3,1378242,1627846,11
337,Larry Nance,C,26,CLE,39,17,998,136,257,0.529,13,39,0.333,123,218,0.564,0.554,60,83,0.723,85,207,292,124,58,26,51,113,345,19,0.588,0.152,0.323,9.2,24.2,16.4,18.7,2.9,2.2,14.8,15.2,2,0.8,2.7,0.131,1.5,2.4,3.9,1.5,15.33333333,398.7,2272391,1626204,22
338,Shabazz Napier,G,27,BKN,33,1,557,95,234,0.406,40,108,0.37,55,126,0.437,0.491,65,78,0.833,10,49,59,69,23,9,37,42,295,15.5,0.55,0.462,0.333,1.9,9.6,5.7,19.2,2,1.3,12.1,23.5,0.6,0.5,1.1,0.095,0.3,-1.4,-1.1,0.1,7.818181818,209.5,1942422,203894,13
339,Raul Neto,G,26,UTA,19,1,228,36,70,0.514,9,27,0.333,27,43,0.628,0.579,13,14,0.929,2,27,29,38,8,0,18,21,94,14,0.617,0.386,0.2,1,12.9,7,25.3,1.7,0,19.1,17.9,0.3,0.3,0.6,0.121,-0.5,-0.6,-1.1,0,5.368421053,76.7,2150000,203526,25
340,Georges Niang,F,25,UTA,29,0,198,31,73,0.425,20,50,0.4,11,23,0.478,0.562,8,9,0.889,4,28,32,15,6,2,7,26,90,13.2,0.585,0.685,0.123,2.2,15.4,8.9,11.5,1.5,0.8,8.3,18.3,0.3,0.3,0.5,0.128,0.7,-0.7,0,0.1,3.413793103,62.6,1512601,1627777,31
341,Joakim Noah,C,33,MEM,16,0,186,25,55,0.455,0,0,,25,55,0.455,0.455,13,23,0.565,14,40,54,17,5,9,20,28,63,10.4,0.484,0,0.418,8.5,25.2,16.7,14.4,1.4,4.6,23.5,21.1,-0.3,0.3,0,0.001,-7.2,3,-4.1,-0.1,5.625,44.3,1731173,201149,55
342,Nerlens Noel,C,24,OKC,39,1,535,81,137,0.591,0,0,,81,137,0.591,0.591,35,48,0.729,68,110,178,21,39,56,23,85,197,21.6,0.623,0,0.35,12.9,21.6,17.2,5.4,3.4,8.7,12.7,13.8,1.1,1.5,2.7,0.24,-1.2,6.9,5.7,1,9.025641026,244.8,1757429,203457,3
343,Dirk Nowitzki,F,40,DAL,12,0,123,15,51,0.294,7,31,0.226,8,20,0.4,0.363,6,6,1,0,21,21,4,1,4,4,16,43,3.9,0.401,0.608,0.118,0,17.9,9.2,4.8,0.4,2.7,6.9,19.9,-0.2,0.1,-0.1,-0.045,-6.5,-1.7,-8.2,-0.2,4,15.8,5000000,1717,41
344,Frank Ntilikina,G,20,NYK,35,14,740,80,229,0.349,30,100,0.3,50,129,0.388,0.415,21,26,0.808,8,59,67,88,23,11,47,88,211,6.1,0.439,0.437,0.114,1.1,8.7,4.7,16.9,1.5,1.3,16.4,16.4,-0.9,0.2,-0.7,-0.045,-3.8,-1.6,-5.3,-0.6,7.2,114.1,4155720,1628373,11
346,Jusuf Nurkic,C,24,POR,43,43,1162,247,480,0.515,3,24,0.125,244,456,0.535,0.518,158,213,0.742,147,301,448,126,48,59,98,135,655,23.8,0.571,0.05,0.444,13.7,26.4,20.2,17,2,4.1,14.6,24.6,2.5,2.1,4.6,0.19,1.6,3.9,5.5,2.2,19.37209302,614.5,11111111,203994,27
347,David Nwaba,G,26,CLE,21,6,345,42,99,0.424,9,35,0.257,33,64,0.516,0.47,32,50,0.64,10,48,58,15,13,7,9,35,125,12,0.517,0.354,0.505,3.1,16.2,9.4,6.4,1.9,1.7,6.9,16.6,0.2,0.1,0.3,0.042,-2.1,-1.6,-3.7,-0.1,6.428571429,92.1,1512601,1628021,12
348,Royce O'Neale,F,25,UTA,43,4,694,70,153,0.458,27,69,0.391,43,84,0.512,0.546,16,22,0.727,13,112,125,49,24,8,36,76,183,8.6,0.562,0.451,0.144,2.1,17.6,9.9,9.9,1.7,0.9,18.1,12.4,0,1,1,0.071,-2.8,1.9,-0.9,0.2,6.209302326,141.7,1378242,1626220,23
349,Kyle O'Quinn,C,28,IND,21,0,178,33,68,0.485,1,9,0.111,32,59,0.542,0.493,9,10,0.9,17,42,59,29,3,13,15,33,76,17.6,0.525,0.132,0.147,11,25.7,18.6,23.8,0.8,6.6,17.2,21.5,0.1,0.4,0.5,0.137,-1.6,4.1,2.5,0.2,5.857142857,69.9,4449000,203124,10
350,Semi Ojeleye,F,24,BOS,31,2,347,43,102,0.422,17,59,0.288,26,43,0.605,0.505,11,17,0.647,14,39,53,11,6,2,11,26,114,8.6,0.521,0.578,0.167,4.3,12.1,8.2,4.3,0.8,0.5,9.1,15,0.1,0.4,0.4,0.059,-2.5,-1.7,-4.3,-0.2,3.903225806,72.6,1378242,1628400,37
351,Jahlil Okafor,C,23,NOP,23,3,215,45,84,0.536,0,0,,45,84,0.536,0.536,22,28,0.786,27,33,60,7,4,7,10,36,112,17.6,0.581,0,0.333,13.7,16,14.9,4.7,0.9,2.7,9.4,20.4,0.5,0.1,0.6,0.136,-0.8,-2.2,-3,-0.1,4.913043478,87,1567007,1626143,8
352,Elie Okobo,G,21,PHX,25,4,464,62,159,0.39,20,64,0.313,42,95,0.442,0.453,15,17,0.882,6,41,47,57,18,3,37,63,159,7.1,0.478,0.403,0.107,1.4,10.2,5.7,17.7,1.9,0.5,18.2,19.1,-0.6,0.2,-0.4,-0.042,-4,-2,-6.1,-0.5,6.8,86,1238464,1629059,2
353,Josh Okogie,G,20,MIN,34,12,706,78,212,0.368,24,89,0.27,54,123,0.439,0.425,51,72,0.708,21,80,101,38,29,15,30,71,231,8.7,0.474,0.42,0.34,3.1,12.2,7.6,7.3,2,1.8,11,16.3,-0.3,0.6,0.3,0.022,-2.8,0.2,-2.6,-0.1,7.5,151.8,2160720,1629006,20
354,Victor Oladipo,G,26,IND,31,31,1009,227,518,0.438,67,193,0.347,160,325,0.492,0.503,94,129,0.729,15,166,181,160,52,11,73,61,615,18.9,0.535,0.373,0.249,1.7,17.9,10,24.6,2.5,1,11.3,28.1,0.8,1.8,2.5,0.121,1.7,1,2.7,1.2,20.16129032,463.8,21000000,203506,4
355,Kelly Olynyk,F,27,MIA,39,5,804,115,261,0.441,57,170,0.335,58,91,0.637,0.55,81,102,0.794,38,131,169,73,26,14,52,84,368,15.5,0.602,0.651,0.391,4.9,17.2,11,13.6,1.6,1.5,14.5,18.9,1.3,1.1,2.3,0.14,1.5,0.3,1.9,0.8,10.30769231,290.1,12137527,203482,9
356,Cedi Osman,F,23,CLE,41,40,1302,172,432,0.398,58,190,0.305,114,242,0.471,0.465,78,96,0.813,22,173,195,91,25,7,67,104,480,9.3,0.506,0.44,0.222,1.8,15.5,8.4,10.4,1,0.5,12.4,18.4,-0.2,-0.2,-0.4,-0.015,-1.9,-2.2,-4,-0.7,11.73170732,291.5,2775000,1626224,16
357,Kelly Oubre,F,23,PHX,41,7,1059,184,423,0.435,57,179,0.318,127,244,0.52,0.502,93,116,0.802,27,137,164,33,37,31,48,101,518,13.1,0.546,0.423,0.274,2.8,14.6,8.6,4.6,1.7,2.5,9.2,21.2,0.3,0.7,1,0.043,-1.9,-1.7,-3.7,-0.4,11.17073171,339.7,3208630,1626162,3
358,Zaza Pachulia,C,34,DET,32,0,419,42,102,0.412,0,3,0,42,99,0.424,0.412,57,74,0.77,57,85,142,47,22,8,24,70,141,16.8,0.524,0.029,0.725,14,23,18.3,16,2.6,1.6,15.1,16,0.7,0.7,1.4,0.156,-0.8,3.2,2.4,0.5,7.40625,153.5,2393887,2585,27
359,Jabari Parker,F,23,CHI,30,17,887,178,395,0.451,27,93,0.29,151,302,0.5,0.485,63,87,0.724,35,169,204,67,18,10,77,68,446,12.5,0.515,0.235,0.22,4.3,21,12.6,12.9,1,1,15.1,25.6,-1,0.7,-0.3,-0.018,-3.5,-0.9,-4.4,-0.5,14.23333333,274,20000000,203953,2
360,Tony Parker,G,36,CHA,37,0,687,139,309,0.45,8,32,0.25,131,277,0.473,0.463,62,89,0.697,8,47,55,142,15,5,49,33,348,14.7,0.5,0.104,0.288,1.2,7.4,4.3,32.1,1.1,0.6,12.3,24.8,0.3,0.3,0.6,0.039,-1.8,-3.6,-5.4,-0.6,8.513513514,251.9,5000000,2225,9
361,Chandler Parsons,F,30,MEM,3,3,46,7,17,0.412,3,10,0.3,4,7,0.571,0.5,0,0,,1,3,4,2,1,1,2,7,17,7.1,0.5,0.588,0,2.4,7.6,5,7,1.1,2.1,10.5,19,0,0,0,-0.003,-3.4,-1.9,-5.3,0,5.333333333,7.8,24107258,202718,25
362,Patrick Patterson,F,29,OKC,41,3,599,56,162,0.346,32,104,0.308,24,58,0.414,0.444,18,28,0.643,27,76,103,21,13,10,14,32,162,7.9,0.465,0.642,0.173,4.6,13.3,8.9,4.4,1,1.4,7.4,12.8,0,0.8,0.9,0.068,-3.3,-0.1,-3.5,-0.2,5.390243902,116.6,5451600,202335,54
363,Chris Paul,G,33,HOU,26,26,862,137,330,0.415,53,150,0.353,84,180,0.467,0.495,78,96,0.813,16,89,105,208,54,8,77,68,405,18.2,0.544,0.455,0.291,2,12,6.9,38.1,3.1,0.8,17.1,22.9,1.5,0.8,2.3,0.129,2,-0.5,1.5,0.8,18.76923077,360.5,35654150,101108,3
364,Cameron Payne,G,24,CLE,34,12,601,82,193,0.425,22,74,0.297,60,119,0.504,0.482,25,29,0.862,10,49,59,93,23,7,38,55,211,11.5,0.513,0.383,0.15,1.8,9,5.4,23.7,1.9,1,15.6,18,0,0.3,0.3,0.026,-2.2,-1.6,-3.8,-0.3,7.294117647,161.8,3263294,1626166,3
365,Elfrid Payton,G,24,NOP,11,11,286,50,102,0.49,7,17,0.412,43,85,0.506,0.525,15,20,0.75,8,32,40,61,12,1,29,25,122,14.1,0.551,0.167,0.196,3.1,11.6,7.4,29.1,2,0.3,20.7,20.2,0.2,0.2,0.3,0.057,-0.8,-1.3,-2.1,0,12.90909091,100.2,3000000,203901,4
366,Theo Pinson,G,23,BKN,7,0,72,7,20,0.35,1,11,0.091,6,9,0.667,0.375,4,4,1,1,9,10,12,1,0,4,5,19,7.8,0.437,0.55,0.2,1.5,13.7,7.5,23.2,0.7,0,15.5,15.4,0,0,0,0.012,-3.7,-2.2,-5.8,-0.1,3.857142857,14.6,,1629033,10
367,Mason Plumlee,C,28,DEN,40,11,800,125,206,0.607,1,3,0.333,124,203,0.611,0.609,47,101,0.465,86,154,240,97,42,36,63,132,298,18,0.595,0.015,0.49,11.6,21,16.3,17.1,2.6,4,20.1,16.7,1.1,1.5,2.5,0.151,0.1,4.2,4.3,1.3,11.95,307.9,12917808,203486,24
368,Miles Plumlee,C,30,ATL,18,0,173,32,48,0.667,0,0,,32,48,0.667,0.667,16,30,0.533,16,23,39,17,6,4,10,14,80,18.9,0.654,0,0.625,9.5,14.4,11.9,15.1,1.6,2,14,16.7,0.4,0.1,0.5,0.146,0.1,-0.1,0.1,0.1,4.888888889,76.8,12500000,203101,18
369,Jakob Poeltl,C,23,SAS,39,6,602,93,148,0.628,0,0,,93,148,0.628,0.628,32,56,0.571,86,110,196,48,6,28,31,60,218,18.9,0.631,0,0.378,15.9,19.7,17.8,11.2,0.5,3.9,15.2,14.9,1.6,0.7,2.2,0.178,1.6,1.7,3.3,0.8,8.717948718,239.4,2947320,1627751,25
370,Quincy Pondexter,F,30,SAS,31,0,183,17,34,0.5,5,14,0.357,12,20,0.6,0.574,25,31,0.806,6,28,34,15,8,1,9,18,64,14.6,0.672,0.412,0.912,3.7,16.5,10.2,10.6,2.1,0.5,15.9,13.7,0.4,0.2,0.6,0.155,0.6,-0.1,0.5,0.1,2.290322581,60.2,2165481,202347,3
371,Otto Porter,F,25,WAS,31,25,878,148,309,0.479,46,120,0.383,102,189,0.54,0.553,35,45,0.778,29,141,170,62,47,18,32,49,377,15.9,0.573,0.388,0.146,3.6,17.9,10.7,10.3,2.5,1.7,8.9,17.6,1,0.8,1.7,0.096,0.2,0.5,0.7,0.6,14.80645161,329.9,26011913,203490,22
372,Bobby Portis,F,23,CHI,12,4,275,59,134,0.44,13,35,0.371,46,99,0.465,0.489,24,34,0.706,20,67,87,12,6,7,18,26,155,16.3,0.52,0.261,0.254,7.9,26.8,17.3,7.6,1.1,2.2,10.8,27,-0.1,0.3,0.2,0.034,-3.1,-1.7,-4.9,-0.2,13.83333333,105.8,2494346,1626171,5
373,Dwight Powell,C,27,DAL,38,0,627,118,203,0.581,11,58,0.19,107,145,0.738,0.608,83,112,0.741,53,109,162,36,19,24,35,100,330,20,0.654,0.286,0.552,9.3,18.2,13.9,9.3,1.5,3.1,12.2,19.5,1.8,0.9,2.6,0.201,1.9,1.1,3,0.8,8.815789474,279.3,9631250,203939,7
374,Norman Powell,G,25,TOR,22,2,401,61,131,0.466,18,57,0.316,43,74,0.581,0.534,18,21,0.857,3,44,47,29,13,6,17,38,158,11.6,0.563,0.435,0.16,0.8,11.5,6.3,10,1.6,1.2,10.8,16.9,0.3,0.4,0.7,0.086,-1,-0.2,-1.2,0.1,7.136363636,110.1,9367200,1626181,24
375,Alex Poythress,F,25,ATL,18,1,243,35,65,0.538,7,18,0.389,28,47,0.596,0.592,11,21,0.524,24,35,59,13,3,8,10,39,88,12.8,0.593,0.277,0.323,10.2,15.7,12.9,7.7,0.6,2.8,11.9,14.1,0.3,0.1,0.5,0.096,-1.2,-0.6,-1.8,0,6.388888889,71.9,1544951,1627816,22
377,Ivan Rabb,F,21,MEM,14,0,87,15,24,0.625,0,2,0,15,22,0.682,0.625,5,7,0.714,12,21,33,10,1,2,10,16,35,16.9,0.646,0.083,0.292,15.5,28.3,21.8,19.2,0.6,2.2,27,19.6,0.1,0.1,0.2,0.129,-1.5,1.4,-0.1,0,3.642857143,31.1,1378242,1628397,10
378,Chasson Randle,G,25,WAS,13,0,206,29,61,0.475,13,30,0.433,16,31,0.516,0.582,16,20,0.8,6,11,17,25,8,1,16,27,87,12.5,0.623,0.492,0.328,3.2,6,4.5,17,1.8,0.4,18.6,17.8,0.2,0,0.3,0.068,-0.2,-3,-3.1,-0.1,5.923076923,61.2,869094,1626184,9
379,Julius Randle,C,24,NOP,41,21,1203,300,552,0.543,24,76,0.316,276,476,0.58,0.565,188,260,0.723,94,287,381,117,24,24,101,139,812,21.7,0.609,0.138,0.471,8.5,24.8,16.9,14.8,0.9,1.7,13.2,26.4,2.9,1,3.9,0.156,2,-0.4,1.6,1.1,18.75609756,634.8,8641000,203944,30
380,J.J. Redick,G,34,PHI,41,28,1274,254,574,0.443,119,318,0.374,135,256,0.527,0.546,125,139,0.899,10,82,92,115,16,8,57,76,752,15.1,0.592,0.554,0.242,0.9,6.7,3.9,14,0.6,0.5,8.2,22.9,2.3,0.6,2.9,0.109,2.3,-3.8,-1.5,0.2,13.34146341,492.5,12250000,200755,17
381,Davon Reed,G,23,IND,4,0,10,0,1,0,0,0,,0,1,0,0,0,0,,0,0,0,0,0,0,0,1,0,-5.6,0,0,0,0,0,0,0,0,0,0,4.4,0,0,0,-0.086,-9.1,-0.7,-9.8,0,0,-1.1,1378242,1628432,32
382,Josh Richardson,G,25,MIA,39,39,1358,245,599,0.409,99,262,0.378,146,337,0.433,0.492,118,137,0.861,32,119,151,148,43,21,70,112,707,14.7,0.536,0.437,0.229,2.4,9.2,5.8,17.2,1.5,1.3,9.6,22.8,1.6,1.4,3,0.106,1.3,-0.7,0.6,0.9,16.33333333,482.7,9367200,1626196,0
383,Malachi Richardson,G,23,TOR,20,0,97,8,27,0.296,7,23,0.304,1,4,0.25,0.426,4,5,0.8,2,11,13,0,1,0,8,13,27,0.2,0.462,0.852,0.185,2.3,11.9,7.2,0,0.5,0,21.5,16.5,-0.2,0.1,-0.2,-0.076,-6.5,-4.5,-11,-0.2,1.05,3.4,1569360,1627781,22
384,Austin Rivers,G,26,HOU,38,8,1015,117,288,0.406,56,166,0.337,61,122,0.5,0.503,30,56,0.536,13,84,97,86,22,12,46,106,320,7.7,0.512,0.576,0.194,1.4,9.4,5.3,11.8,1,1,12.8,15.2,-0.1,0.2,0.1,0.007,-2.1,-1.8,-3.9,-0.5,9.052631579,191.3,12650000,203085,25
385,Devin Robinson,F,23,WAS,4,0,32,8,13,0.615,0,0,,8,13,0.615,0.615,3,6,0.5,2,5,7,2,3,1,0,2,19,26.5,0.607,0,0.462,6.8,17.5,12,10.3,4.5,2.7,0,20.9,0.1,0,0.1,0.224,1.6,1.1,2.7,0,5.25,19.1,0,1628421,7
386,Duncan Robinson,F,24,MIA,4,0,29,2,6,0.333,2,6,0.333,0,0,,0.5,0,0,,0,5,5,0,1,0,0,1,6,6.6,0.5,1,0,0,18.2,9,0,1.7,0,0,8.8,0,0,0,0.068,-4.4,-2.7,-7.1,0,2.5,4.7,,1629130,55
387,Glenn Robinson,F,25,DET,28,16,409,43,113,0.381,11,40,0.275,32,73,0.438,0.429,26,31,0.839,9,29,38,13,10,5,13,28,123,7.2,0.486,0.354,0.274,2.3,8.1,5,4.6,1.2,1,9.3,14.5,-0.1,0.3,0.2,0.029,-4.1,-0.7,-4.8,-0.3,3.821428571,72.5,4075000,203922,22
388,Jerome Robinson,G,21,LAC,8,0,40,9,18,0.5,5,9,0.556,4,9,0.444,0.639,0,0,,0,3,3,1,0,0,1,6,23,13,0.639,0.5,0,0,7.6,4,4,0,0,5.3,20.2,0.1,0,0.1,0.085,1.2,-5.5,-4.3,0,2.125,12.2,3046200,1629010,10
389,Mitchell Robinson,C,20,NYK,28,12,481,57,89,0.64,0,0,,57,89,0.64,0.64,17,32,0.531,59,50,109,18,19,51,16,89,131,16.8,0.635,0,0.36,12.3,11.4,11.8,5.4,1.9,9,13.4,10.4,0.9,0.5,1.4,0.144,-0.2,4.7,4.6,0.8,8.5,157.5,1485440,1629011,26
390,Rajon Rondo,G,32,LAL,14,2,341,50,111,0.45,10,28,0.357,40,83,0.482,0.495,8,13,0.615,11,51,62,94,14,0,30,30,118,14.2,0.505,0.252,0.117,3.4,14.9,9.3,37.3,1.9,0,20.4,17.8,0.2,0.4,0.7,0.092,-1.1,0,-1.1,0.1,14.28571429,119.1,9000000,200765,9
391,Derrick Rose,G,30,MIN,33,11,980,244,502,0.486,52,111,0.468,192,391,0.491,0.538,85,101,0.842,21,73,94,159,23,10,59,40,625,19.7,0.572,0.221,0.201,2.3,8,5.1,27,1.1,0.9,9.7,26,2.1,0.4,2.4,0.12,3,-2.6,0.4,0.6,15.84848485,467.7,2176260,201565,25
392,Terrence Ross,G,27,ORL,41,0,1052,205,474,0.432,90,229,0.393,115,245,0.469,0.527,45,54,0.833,13,115,128,60,36,15,44,75,545,13.7,0.547,0.483,0.114,1.3,12.1,6.6,9.4,1.7,1.2,8.1,22.8,0.2,1,1.3,0.057,-0.3,-1.3,-1.6,0.1,11.95121951,349.7,10500000,203082,31
393,Terry Rozier,G,24,BOS,41,4,933,129,337,0.383,59,166,0.355,70,171,0.409,0.47,42,54,0.778,21,144,165,115,37,12,33,56,359,13.1,0.498,0.493,0.16,2.4,16.7,9.5,17.2,1.9,1.2,8.4,18.3,0.6,1.4,2,0.102,-0.8,0.8,0,0.5,11.80487805,298.3,3050390,1626179,12
394,Ricky Rubio,G,28,UTA,40,40,1168,181,453,0.4,56,166,0.337,125,287,0.436,0.461,94,111,0.847,15,127,142,246,53,9,122,109,512,12.6,0.51,0.366,0.245,1.4,11.8,6.7,31.8,2.2,0.6,19.6,23.1,-0.3,1.7,1.4,0.056,-1.2,0.6,-0.7,0.4,14.125,375,14975000,201937,3
395,D'Angelo Russell,G,22,BKN,43,43,1261,309,721,0.429,103,289,0.356,206,432,0.477,0.5,67,82,0.817,21,141,162,272,48,12,126,71,788,17.6,0.52,0.401,0.114,1.8,12.2,7,37.7,1.9,0.7,14.3,30.1,0.7,1,1.7,0.067,2.2,-1,1.2,1,18.13953488,550.3,7019698,1626156,1
396,Domantas Sabonis,C,22,IND,40,5,1021,240,386,0.622,5,7,0.714,235,379,0.62,0.628,123,159,0.774,106,282,388,120,26,20,93,122,608,24.4,0.667,0.018,0.412,12,30.1,21.3,18.5,1.2,1.8,16.9,23.5,3.1,1.9,5,0.236,2.8,2.3,5.1,1.8,17.65,560.4,2659800,1627734,11
397,Dario Saric,F,24,MIN,41,14,1046,152,363,0.419,57,171,0.333,95,192,0.495,0.497,65,75,0.867,60,176,236,67,21,6,54,94,426,11.8,0.538,0.471,0.207,6.1,17.9,12.1,9.1,1,0.5,12,18.1,0.7,0.8,1.5,0.067,-0.7,-1.2,-1.9,0,11.82926829,304,2526840,203967,36
398,Tomas Satoransky,G,27,WAS,43,17,948,111,224,0.496,29,71,0.408,82,153,0.536,0.56,56,68,0.824,30,85,115,149,39,7,50,86,307,13.6,0.605,0.317,0.304,3.4,10,6.7,21.3,2,0.6,16.5,13.7,1.5,0.4,1.9,0.098,0,-1,-1,0.2,9.302325581,300.1,3129187,203107,31
399,Dennis Schroder,G,25,OKC,40,10,1174,232,570,0.407,52,166,0.313,180,404,0.446,0.453,92,111,0.829,20,129,149,175,37,7,104,95,608,12.1,0.491,0.291,0.195,1.7,11.5,6.6,21.7,1.5,0.5,14.4,25,-0.4,1.6,1.2,0.047,-2.6,-0.6,-3.2,-0.4,13.7,369.3,15500000,203471,17
400,Mike Scott,F,30,LAC,41,0,602,69,183,0.377,37,105,0.352,32,78,0.41,0.478,10,16,0.625,21,122,143,36,16,7,22,70,185,8.9,0.487,0.574,0.087,3.9,20.6,12.6,8.1,1.3,0.9,10.4,15,-0.1,0.5,0.5,0.038,-1.6,-0.3,-1.9,0,6.975609756,129.5,4320500,203118,30
401,Thabo Sefolosha,F,34,UTA,26,0,289,29,58,0.5,13,28,0.464,16,30,0.533,0.612,8,14,0.571,4,69,73,10,23,1,15,23,79,11.6,0.616,0.483,0.241,1.5,26,13.9,4.8,3.8,0.3,18.9,11.8,0,0.6,0.6,0.105,-3.1,3,-0.1,0.1,5.153846154,77.6,5250000,200757,22
402,Wayne Selden,G,24,CHI,35,0,484,67,169,0.396,21,67,0.313,46,102,0.451,0.459,24,32,0.75,16,30,46,40,11,6,23,50,179,9.1,0.489,0.396,0.189,3.7,7.2,5.4,13,1.1,1.2,11.2,19.6,-0.2,0.4,0.2,0.015,-3.1,-1.8,-4.9,-0.4,4.8,104.7,1544951,1627782,14
